name,screen_name,description,followers_count,followers_count,friends_count,listed_count,favourites_count,created_at,location
londen,Cvzyboi,Lol,0,0,8,0,0,Mon Mar 23 17:40:17 +0000 2020,"Zürich, Schweiz"
Para,Parsa59920860,not much.,6,6,10,0,1939,Fri Jul 05 06:54:37 +0000 2019,
cinnabon,jujopuffs,i came,40,40,304,0,202,Sun Dec 22 23:32:44 +0000 2019,"Tokyo-to, Japan"
Lourdes,ohhhhlourd,doodoo,62,62,246,0,1107,Wed Jan 18 04:47:08 +0000 2017,
shrewtrodent,shrewt6,Moneky,0,0,74,0,132,Sun Mar 22 22:39:03 +0000 2020,
Gambino,CrippGambino,,130,130,133,0,1822,Fri Mar 31 21:18:26 +0000 2017,
😳🤪,crackerpass,,5,5,62,0,3021,Thu Aug 16 00:57:37 +0000 2018,
Tobias Bønnelykke,PGEcoo,:)),2,2,111,0,69,Sat Aug 12 13:55:16 +0000 2017,
alyssa?,couldbe_apirate,"calculating route to Chicago, IL ...",10,10,90,0,245,Fri Sep 27 00:24:52 +0000 2019,hell :)
paris,parisaaliyaah,🦋🪐💫.  $parismiller19,16,16,164,0,1107,Tue Jan 21 21:22:40 +0000 2020,nj
ً,jjmckenzie,tcu,415,415,721,0,33128,Thu Sep 11 12:02:48 +0000 2014,
sam,uychiwawas,former emo / college graduate / kidult / smokin & makin art 🌈 🤹🏾‍♀️🧃🌴🦨,420,420,339,3,12783,Wed Apr 14 20:24:46 +0000 2010,"Harlingen, TX"
kendra 🧚🏽‍♀️,kendrasnchz,ucsb sc:kendrasnchz,319,319,327,1,22362,Tue Mar 18 21:55:44 +0000 2014,
Rayshawn,AyeitsTaye,"Writer (screen, song, copy, w/e) on the come up.",660,660,725,9,15023,Fri Sep 23 04:37:33 +0000 2011,Everywhere. 
mxnchv//,mxnchv,🌱 https://t.co/9f6gvsXci2,4,4,55,0,109,Wed Sep 25 00:38:54 +0000 2019,
justemily,Emily_OBrosey,|-/,230,230,966,0,9419,Sun Feb 07 16:47:57 +0000 2016,Estonia
𝐡𝐨𝐩𝐞 ⚧,cherimiku,"god, artist, acab",22,22,98,1,7128,Wed Feb 14 01:24:50 +0000 2018,they/them
Julio Jin,JulioJin6,Hi,1,1,25,0,6,Fri Nov 23 16:08:29 +0000 2018,
🐞,snai1mail,my idea of heaven,402,402,277,0,116,Fri Jul 31 23:26:41 +0000 2015,california
pablo,PABL0MARTNEZ,,4,4,71,0,18,Wed Oct 16 00:04:09 +0000 2019,
quarantineraf,playboirafi,🦔,541,541,742,9,30052,Thu Sep 20 20:15:55 +0000 2012,you tell me
fakoffdud,stoopidrenz,https://t.co/v711idAUpY,20,20,26,0,97,Sat Mar 21 20:13:22 +0000 2020,
inner wave,innrwv,you remember,1394,1394,115,0,522,Sat Mar 21 10:37:51 +0000 2020,
john cho noticed me,ClermontElliana,🇭🇹 Rice 2020 • she/her • ♎ 🌞♏ 🌕• Computer Geek  👩🏾‍💻 • interests: smashing my guitar in anger and Bruce Lee 👊,72,72,820,1,18014,Fri Jun 23 20:36:20 +0000 2017,
Carter Strauss,CarterStraussy2,"Bradley ‘22, ΠΚΑ, I spread my liberal agenda",77,77,584,1,25833,Fri Mar 23 16:26:50 +0000 2018,"Illinois, USA"
samantha,_samanthaiya,sick sad world,145,145,114,0,50271,Wed Apr 06 03:35:56 +0000 2016,
JIMMY,JXMMYT,https://t.co/yQZkJ9kQAD,977,977,361,12,3396,Sun Mar 22 18:47:13 +0000 2009,"Grand Rapids, MI"
Sean Jumpman XI,sean_jumpman2,°JHVH® ° Peace • Love™ • Music •,3514,3514,4140,9,9653,Sun Mar 24 22:05:53 +0000 2013,South Africa🇿🇦
Moe Szyslak,liluzijosh,"Why don't you make like a tree, and get the fuck out",99,99,97,1,3369,Thu May 12 07:41:53 +0000 2016,PoMOnA CA
Emilia Abbud,AbbudEmilia,can you...why ar..,31,31,42,0,272,Tue Nov 06 21:25:54 +0000 2018,
ju 🍯,jubslouch,here comes better days ; instagram: jubslouch,2873,2873,1894,46,30546,Fri Dec 02 15:36:22 +0000 2011,curititi
gnat 🐉,alanis_nat,@LAC_517 🤍,195,195,544,0,10363,Mon Oct 12 19:50:57 +0000 2015,
𝖒𝖆𝖒𝖎 𝖗𝖔𝖆𝖈𝖍,beanie_k22,"𝙩𝙝𝙚 𝙣𝙚𝙬 𝙩𝙬𝙞𝙩𝙩𝙚𝙧 𝙖𝙘𝙘𝙤𝙪𝙣𝙩 𝙘𝙧𝙞𝙩𝙞𝙘𝙨 𝙖𝙧𝙚 𝙘𝙖𝙡𝙡𝙞𝙣𝙜 ""𝙩𝙧𝙪𝙡𝙮 𝙚𝙥𝙞𝙘""  𝓲𝓷𝓼𝓽𝓪: 𝗄𝖺𝗍𝖺𝗋𝗂𝗇𝖺.𝗋𝖾𝗇𝗇𝖾𝗋22",15,15,171,0,1539,Thu May 23 17:39:19 +0000 2019,ihop bathroom 
melody,jjkmsae,,90,90,130,0,9951,Wed Jul 27 02:38:51 +0000 2016,
ɐpuɐɯ,amanduhblanc,love the earth and everything in it,465,465,692,2,11190,Wed Jun 12 02:15:57 +0000 2019,dallas tx
Cari L 💝,cari_casas,💘mi vida @onebraveghost 👻 tweets are my own. RT ≠ endorsement. cash app $caricasas,303,303,345,6,13780,Sun Jun 21 03:49:47 +0000 2009,"Texas, USA"
archived,moshingtomusic,sorry to bother,49,49,89,0,1007,Mon Mar 16 06:38:40 +0000 2020,
Angel Martinez,angelllmartinez,,312,312,395,1,3619,Wed Jul 31 02:00:44 +0000 2013,
bry mcchicken,yungmonbeej,,180,180,366,0,30825,Sat Feb 20 03:20:09 +0000 2016,"Honolulu, HI"
derrick,_7mph,fallen angel,179,179,101,2,11946,Sun Oct 20 19:05:33 +0000 2013,777
Abel Bravo,abelsbravo,let’s ride homeboy 😈.                      PSN: HELL6CHOSE6ME6_,165,165,301,9,1302,Mon Apr 27 08:13:16 +0000 2009,"Riverside, CA"
Nickname: “PaperBoy”,IdentityisGone,"I don’t need to get high off of drugs, I’m high on life ! 🇵🇷and🇳🇮",35,35,235,0,12588,Wed Jan 03 20:39:25 +0000 2018,"Los Angeles, CA"
ً,aessiiii,19,1215,1215,228,4,39969,Sun Dec 02 04:56:01 +0000 2018,
chilledtea,ChilledTea,,36,36,213,0,18946,Tue Apr 21 01:35:29 +0000 2015,
oosij,Jisooqween,Jisoo stan,28,28,241,0,142,Wed Mar 18 22:53:24 +0000 2020,
Vitu.,_mercvrix,1996 | I was a man who thrived on solitude.,214,214,404,0,43444,Fri Oct 24 00:29:05 +0000 2014,"São Paulo, Brasil"
nellie☆彡,nelliewhoo,idk why we here || 🇲🇽 ♒️,302,302,474,2,99195,Wed Jul 24 15:01:40 +0000 2013,htx
abi,mendessomething,im irritating,572,572,389,9,149311,Sat Feb 07 22:18:21 +0000 2015,
jørge,jorgeee999,19,344,344,372,0,37780,Tue Mar 01 17:22:56 +0000 2016,htx
isa,minimalknj,,1452,1452,428,31,94669,Sat Nov 21 12:20:15 +0000 2015, texas
Matthy (nee geen fifalosophy),TricoloresKerel,Willem 2,0,0,73,0,420,Sun Jul 28 22:57:59 +0000 2019,
.,Old_Account6576,.,103,103,132,0,4393,Sun Jul 15 02:35:06 +0000 2018,"Sacramento, CA"
laura maria❣️,lauramary_4,18 y/o dancer from germany.,2,2,104,0,486,Sat Nov 02 22:00:06 +0000 2019,
Nicolas,MidAsFuck,pain.,61,61,126,0,7536,Tue Jul 23 04:09:49 +0000 2019,Andromeda
al,curlyalss,,218,218,211,1,403,Wed Jun 15 08:43:00 +0000 2016,"Las Vegas, NV"
kev,kevlonee,,0,0,50,0,244,Thu Jan 18 21:46:29 +0000 2018,
Daniel Mendes,danielmendeess7,,10,10,267,0,49,Sat Jun 17 12:15:54 +0000 2017,
a,adreunn,,13,13,19,0,72,Sun Mar 31 19:33:31 +0000 2019,
lexi!,bruhfucc,LOVER/FIGHTER @se7ensyllables 🎰,2109,2109,868,12,38159,Sat Apr 03 01:45:10 +0000 2010,"Indiana, USA"
Javi 💔,Javi_A20,ATX🌃||MTY🌄🇲🇽|| ‘20🦅|| 18⚡️||HEARTBREAK PT. 3💔|| My original account @Javier_A20 got suspended,202,202,338,0,4436,Thu Feb 27 22:37:19 +0000 2020,"Austin, TX"
aiiiyllleeñññ,i_love_you_cuh,Im in love with Johnny suh,3,3,47,0,1081,Tue Oct 22 18:46:31 +0000 2019,
みえだ かいと,5vvOWdXMC0lyvdX,17歳,157,157,259,0,454,Mon Mar 12 08:15:45 +0000 2018,日本 兵庫
simon sea,runesimmy,new,59,59,75,0,170,Mon Mar 16 10:45:58 +0000 2020,
chili's 3for$10 cajun chicken pasta,teresatomatoess,how does it feel every time I let you down,141,141,318,1,2970,Thu Jan 15 02:42:33 +0000 2015,
Andy,jandyy33,wadup,3,3,70,0,15,Sun Mar 15 21:59:02 +0000 2020,
🄹🄾🄰🅀🅄🄸🄽💥,ximo0130,,395,395,411,0,2027,Wed May 31 04:07:06 +0000 2017,
princess bubblegum,dylanaguon,Pipe Dream Extreme,1043,1043,559,4,62060,Sun Jul 08 13:46:40 +0000 2012,GU/SEA
viv,yungtiddykillah,,89,89,68,1,234,Fri Jan 24 04:24:24 +0000 2014, 
𖤐,PerlaInDigital,snatched out the womb w/o consent,957,957,315,5,32741,Tue Jul 13 03:57:40 +0000 2010,
dylan,Marz_260,I hate everything about me. enjoy,93,93,279,0,263,Tue May 06 05:22:15 +0000 2014,Fort wayne 
Camron James II,CamronJamesII,4.25.16🔮 999. $CamronJamess,467,467,2363,3,17207,Tue Jan 06 15:48:33 +0000 2015,Floating In The City
CARLOS RAMIREZ,charlesnramirez,$educe,17,17,24,0,322,Sun Feb 12 00:52:43 +0000 2017,"Pasco, WA"
charles!,chuucle,haha me :),10,10,78,0,2544,Sat Apr 07 01:46:55 +0000 2018,ur mom
Jeremiah Jimbo,Todd_Kobell,yes it was a banger,7,7,66,0,1377,Sat Jan 26 17:23:04 +0000 2019,
Maya,jaynettta,,14,14,102,0,1127,Fri Aug 15 16:29:39 +0000 2014,United States
olivia,olivia22927039,ok,0,0,111,0,74,Sat Mar 14 21:49:23 +0000 2020,
Adetutu Adenusi,tutu_tx,she/her |🇳🇬 | 2023 | varsity wrestler |,79,79,200,0,3373,Mon Mar 18 18:07:25 +0000 2019,"Houston, TX"
pablo caminador,Realrawraul,"Sing all you want, just don't drake on they ass",37,37,155,0,719,Thu May 05 00:23:07 +0000 2016,"California, USA"
Turner O'Neal,onespideyboi1,I like movies (a lot) https://t.co/aikUQUGFiT,17,17,409,0,9461,Thu Jan 03 03:37:50 +0000 2019,Who knows
sam ʕ⁎̯͡⁎ʔ༄,samncuevas,👎👁👅👁,11,11,22,0,395,Fri Aug 09 04:34:45 +0000 2019,
freedoman047,ZekeApex,"black god, white teeth, blue sky",11,11,251,0,950,Tue Jul 09 04:49:24 +0000 2019,"Cleveland, OH"
devra kelly 🐝🌻,devrakelly,"think radically, act peacefully
                                          
                 
                 ut '24",306,306,458,0,3922,Sat Mar 28 21:03:19 +0000 2015,"""ope"" to ""y'all"""
my profile,somedumbshitas,FUCK @somedumbshitas me and my homies hate @somedumbshitas,38,38,172,0,1618,Tue May 17 23:36:22 +0000 2016,爱
kathy 🤍,kathyvg_,20 ♎️🇭🇳⚽️,36,36,196,0,1373,Wed Oct 31 14:44:47 +0000 2018,
Soro Kim,SoroKim2,crying in the club,4,4,9,0,2,Mon Feb 18 03:07:56 +0000 2019,
Mariam Torky,mariamtorkyy,ramen noodle girl,98,98,197,0,2474,Sun Jan 05 00:46:49 +0000 2020,simp nation
V̤̮AL⁷,vvalerie11,🇲🇽,223,223,608,0,26552,Mon Feb 27 09:21:37 +0000 2017,"Arizona, USA"
𝔰.,checktwoonetwo,nimodo,60,60,67,0,4099,Sun Feb 17 12:30:53 +0000 2013,"California, USA"
𝚂𝚞𝚍𝚍𝚑𝚊,suddhaa,• ♡ just gotta keep going ♡ •,462,462,621,5,12556,Mon Apr 20 00:02:06 +0000 2009,dallas
!?,saveroku,jaden fan account,100,100,223,1,15525,Sun Feb 18 00:47:33 +0000 2018,moon
amy!,amyyyguerrero,🌟,47,47,108,0,1650,Sat Dec 08 00:27:58 +0000 2018,
cj,yabouko,MAN.. shut up,602,602,72,9,11006,Mon Jan 22 06:23:05 +0000 2018,
cel,pinkskiesc,No Way,77,77,332,1,4669,Mon Jun 25 23:30:46 +0000 2018,
andrew,andrewrevas,no this is patrick,169,169,169,0,52516,Thu Oct 20 19:55:06 +0000 2016,
F I K E,dominicfikee,"relax, don’t fight the wave.",24,24,15,1,85,Sun Jun 01 05:22:09 +0000 2014,west in a collective
sosoandless,sosoandless,,8,8,248,0,1936,Sat Aug 13 02:38:28 +0000 2016,
monse,mxyazmin,,550,550,356,2,20487,Mon Jun 01 05:56:10 +0000 2015,
Crack Slanger,RblxHatDemocrat,,224,224,1265,2,5688,Tue Dec 11 01:55:22 +0000 2012,Jelqinq
luc🦕,lucass_lee,,276,276,229,0,8106,Mon Jun 06 19:14:03 +0000 2016,
Ninety9overall,Number9slime,Buzz light year ahead of you,39,39,79,1,4820,Thu Jan 30 06:51:02 +0000 2014,"Pittsburgh, PA"
𖤐 jorge 𖤐,jorge_9829,#utsa22 what 🦋🦋,543,543,439,0,10838,Sat Jan 26 04:03:05 +0000 2013,"San Antonio, TX"
bia stan,rycartier,Rude boy hot boy juug boy finesse boy,666,666,490,6,39015,Fri Sep 14 04:38:05 +0000 2012,sd
ha,aidenseiger,I have no motivational drive because I’m from the Stone Age and I don’t have the mental capacity to finish a task,2,2,77,0,1011,Sat Feb 21 18:19:40 +0000 2015,United States
olivia,oliviabfournier,INSPIRE OTHERS,32,32,89,0,293,Mon Jul 18 00:32:44 +0000 2016,
Я.,RaeMdeza,"✤ Яuler. Allah. Equality. ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ✤ raemdeza@gmail.com⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ✤ Be Kind. All Ways, Always.",1122,1122,851,1,46613,Fri Oct 04 10:30:28 +0000 2013,JHB🛸
aka ave,offkeigh,,1,1,134,0,7,Sat Mar 07 17:07:06 +0000 2020,
🦋babygirl. ♑,ZipheleleNzenze,Pasta lover. I don't tweet much,1586,1586,1908,2,1979,Fri Dec 23 10:16:12 +0000 2016,"East London, South Africa 🇿🇦"
Arpan,Arpanosa,future cyborg and/or zombie,45,45,330,0,1129,Sat Dec 23 22:25:33 +0000 2017,India
Lowry,SVGeneric,Shh you,198,198,1790,2,937,Sat Mar 21 19:28:25 +0000 2009,UK
big sis nini,scibiphoria,no thoughts,22,22,77,0,5025,Fri May 03 14:18:15 +0000 2019,
kj,fuunkj,"as always, just here 4 the shits n giggles",16,16,91,0,47,Mon Mar 09 16:59:31 +0000 2020,"naptown, fl"
Aiden222,trevino222,,30,30,114,1,15593,Tue Aug 09 01:31:00 +0000 2016,"Grandview, WA"
MOC,MadeMoc,Aw Shucks,7,7,143,0,71,Sun Dec 15 18:30:59 +0000 2019,
baldy no swag,spacejamichael,Short tempered well mannered mother fuck,503,503,527,4,5752,Wed Dec 14 06:43:03 +0000 2011,Rap in peace mastaj
Outside Tanner,DangerSm1th,CSU ‘22ish,242,242,675,0,4116,Wed May 08 22:43:44 +0000 2013,"Wyoming, USA"
Havoc⚡️ Hopeful SG,avahavoc,"🇬🇷🇮🇹 MAD/ANGRY DOLL 🖤
Pansexual 💖💛💙 Producer 🖤 Hopeful SG 
https://t.co/JNM3w11SWO",44,44,551,0,713,Thu Mar 05 04:00:34 +0000 2020,
alfombra,fakezgm,catch you on the flipside,164,164,183,0,9859,Mon Oct 19 00:59:28 +0000 2015,"he/him, ucsc"
isela,unfazed____,@thefazes,104,104,131,0,6239,Wed Aug 16 02:41:36 +0000 2017,
Andrew Gonzalez,Drewfioo,,324,324,481,2,15245,Tue May 17 19:38:01 +0000 2016,
Rachel,jisungAsquirrel,it do be like that,36,36,96,0,5867,Sun Feb 16 00:28:47 +0000 2020,
Joe-see,useless__kid,I rock I roll,46,46,90,0,12610,Fri Jul 24 23:39:06 +0000 2015,swag
Mayer,Mayerbtw,professional gamer and anime connoisseur,369,369,391,0,1064,Mon Jun 19 00:19:33 +0000 2017,Myrtle Beach
erin bianca,erin_datuin,🌫♋️🧘🏽‍♀️,762,762,334,5,367257,Mon May 23 06:27:05 +0000 2016,
clarisse,claruino,@PatsVR,132,132,191,0,5493,Wed Mar 07 09:20:48 +0000 2018,"San Francisco, CA"
maeve,maevewoodson,(she/her) ♓︎ ♏︎ ♒︎ (ꈍᴗꈍ),329,329,592,1,22411,Mon Jul 25 00:49:00 +0000 2016,in the evening sun
Floor20 Records,GeorgeffJake,Revamp Neitz,77,77,646,0,6671,Sat Dec 23 19:42:18 +0000 2017,"Pacific Palisades, CA"
kiahra,kiahrabrielle_,eat ur heart out! 🧚‍♀️✨🦋 (she/her) xo,1248,1248,483,3,41042,Tue Sep 09 15:22:33 +0000 2014,
M,martncarino,,261,261,343,2,8968,Fri Aug 26 13:01:20 +0000 2011,"Toronto, Ontario"
lorn,SVCBCDA,no,120,120,165,0,713,Mon Dec 30 02:37:09 +0000 2019,
p,Pey__10,emotionally magnificent,1240,1240,3257,1,109637,Fri Apr 04 08:34:24 +0000 2014,
joey j is listening,joeyjtherapper,@belaganasmusic,1836,1836,1751,4,53194,Thu Sep 16 23:45:08 +0000 2010,OW
sensei,_Qvis,ɪɴsᴘɪʀᴇᴅ ʙʏ ᴡᴏᴍᴇɴ 🦋🖤 | 𝟒𝟕𝟗𝟎 | 𝕫6,899,899,514,6,4744,Wed Jun 22 23:35:31 +0000 2011,Z₆⁶₆NE
lab made chicken nugget,plasticracerboy,🦋,0,0,42,0,94,Fri Mar 29 12:31:42 +0000 2019,
Will Hunting,csuggstobeme,"1999 ‘til infinity
C.R.E.A.M",61,61,271,1,1844,Wed Nov 27 13:39:27 +0000 2019,Michigan
Jack Tupinio,JTupinio11,,134,134,119,0,203,Thu Apr 11 21:07:37 +0000 2013,
Jem Ormerod,jemormerod,,28,28,46,0,209,Mon Nov 26 23:03:29 +0000 2012,"London, England"
Archie Randall-Day,archieranday,,55,55,144,0,694,Thu Feb 20 21:40:02 +0000 2014,
Bee,tarkpussy,hey mamas x                                     ig - beeda.amie,52,52,164,0,8410,Tue Jun 27 21:00:35 +0000 2017,
kc🧃,kaaceyy1,,39,39,93,0,1955,Tue Sep 25 03:45:14 +0000 2018,
jack,jackburgess0,TRAM,167,167,197,1,3000,Sun Oct 05 10:46:46 +0000 2014,South East London
Abraham Delgado,abrahamlearning,Childs Pose,144,144,247,1,4481,Thu Jan 26 02:31:11 +0000 2012,
PhishyFood,phishyfood,,32,32,210,0,794,Thu Sep 11 17:28:20 +0000 2014,
Fone,amiriponce,Gbemi snapped trust me,283,283,437,0,25215,Mon Jul 22 00:19:55 +0000 2013,"Los Angeles, CA"
kyla,kylxmrcd,,3413,3413,353,4,32854,Sun May 26 12:56:05 +0000 2013,CA
Vogue 🃏,ChristionVogue,sin city superstar,18,18,110,0,219,Sun Nov 24 03:27:59 +0000 2019,SIN CITY
tigerlilli🦇,igerlilli,keaton jenkins🤍,50,50,76,0,9387,Fri Aug 16 05:01:28 +0000 2019,"Virgin Islands, USA"
AJ,outhereadulting,see what had happened was..,4,4,200,0,478,Fri Mar 06 08:33:08 +0000 2020,
GoodSwimmerFer,FerdinandMod,just chillin at ~,4,4,73,0,133,Tue Mar 14 21:25:43 +0000 2017,"Cedar Rapids, IA"
bianca 🧞,beeyawncca,chocolate vanilla swirl w cookie crunch pls,19,19,43,0,73,Fri Mar 06 06:14:35 +0000 2020,the streets
angelyne,angelyloz,"i ain’t runnin from my shit, i’m just stressed out",684,684,771,1,31548,Sun Aug 07 01:44:17 +0000 2016,
bijou,sourpitchkid,I’m late what’s up,13,13,40,0,46,Fri Mar 06 01:14:53 +0000 2020,
❀,fIoptropica,commie bastard virgin who can’t drive,1263,1263,819,11,89988,Fri Oct 11 20:50:17 +0000 2013,19 | she/they | bisexual
alison,alisonheyne9,we must reinvent love // ucsb ‘23,190,190,249,3,3900,Thu Sep 12 01:51:18 +0000 2013,"California, USA"
stoopidddd,bobaluvin,Ok but do u listen to frank ocæn dœ👉👈🥺,91,91,674,0,6772,Wed Jul 20 08:35:26 +0000 2016,"Georgia, USA"
Daniel Handle,HeyItMeJesse,Being Funky,10,10,193,0,12092,Tue Sep 12 05:33:54 +0000 2017,
Devyn Burns,burnsdt38,im a dog and all dogs go to heaven,415,415,360,0,15101,Sun Dec 23 18:23:29 +0000 2012,"Early, TX"
🧚🏻,xVenusFlyx,"years ago they tried to, put me in the",49,49,1628,0,1047,Thu Apr 12 18:30:05 +0000 2018,v o i d
domestic kat,sadlilkat,pls do not view my twitter thx ! -mgmt ♋️ ♌️ ♋️,23,23,83,0,17935,Tue May 24 04:02:32 +0000 2016,duh moine 
laney baby,deelaaney,the devil and god are raging inside me,735,735,229,0,10281,Wed May 28 00:58:18 +0000 2014,
renaissance titties,bumdbitch,good bap good bag,49,49,218,1,2886,Wed Nov 21 13:09:55 +0000 2018,"Melbourne, Victoria"
อ้ายยย ชั้นร้องกี๊ดเลย😱,babarrybang,🤗🤗,12,12,478,0,334,Wed Feb 10 02:45:19 +0000 2016,"Bangkok, Thailand"
BASSETT,bvssxtt,I make noises on microphones to keep my sanity,205,205,667,0,3653,Sun Nov 17 14:36:03 +0000 2013,"Florida, USA"
pablo,payblow,don’t keep it all in your head,229,229,140,0,6006,Tue Jul 15 06:51:09 +0000 2014,oxnard
adriana,xxgangstaa,,2,2,18,0,1,Tue Oct 03 15:54:37 +0000 2017,Ohio
aly🥀,lillissaaa,,323,323,366,0,14766,Thu Mar 31 07:40:12 +0000 2016,
D,doward13,enthusiasm enthusiast [VT22.] t b d,652,652,593,5,143797,Tue Jun 24 02:49:56 +0000 2014,
agbonlahor,lorewalker021,,38,38,193,0,743,Fri Oct 23 04:00:02 +0000 2015,
Joey,Joey16611347,l;və yøuNg gət w;ld dr;nk up🤪🍾,33,33,78,0,209,Wed Sep 25 01:04:15 +0000 2019,
*^!diego🇺🇸🇵🇦,lil_karatekid,♎️ UIW ‘22 | Stand with Hong Kong🇭🇰,105,105,240,0,17742,Tue Mar 06 03:53:42 +0000 2018,"Texas, USA"
𓂀,saaytrbl,𝘮𝘺 𝘵𝘪𝘮𝘦,1272,1272,995,6,25551,Tue Oct 11 21:37:33 +0000 2016, ⁷
vane,vanesssanc,!!tx tech uni!!!!!!!,333,333,313,0,15531,Tue Feb 24 02:18:39 +0000 2015,dallas tx
Alexa,AlexaPlayChanel,Psalm 28:7,123,123,212,0,9513,Mon Mar 27 04:02:06 +0000 2017,"Houston, TX"
sarah,srhjsmne,less ppl less bs,234,234,97,3,9630,Tue Jul 03 11:45:13 +0000 2012,
Lily,sweetthappiness,,119,119,1084,0,2790,Sat Jun 11 15:25:17 +0000 2011,Atlanta 
ENCE,scccyqqq,,49,49,84,0,75,Tue Feb 26 12:57:42 +0000 2019,
.,isaakdiggs,MUSIC COMING SOON.,170,170,1055,0,4987,Mon Jul 30 01:31:40 +0000 2018,"Leominster, MA"
clo,asapclo,fuck milk.,14,14,78,0,1087,Thu Jan 16 06:02:43 +0000 2020,anime tiddies
albinakins;,Albinakins,|Oakland| lets take a trip. |,132,132,331,4,3747,Thu Jan 12 00:54:27 +0000 2012,Oakland California
krisp 🍄,krispchrome,"Never discuss: religion, politics, or the Great Pumpkin...",3028,3028,997,60,74546,Sun May 13 18:32:20 +0000 2018,mass
Jimnub🔜Dying of corona ✌,Jimnub_NE,Jimmy Sullivan • 17 • palu main from Boston • mid key weeb • Dms are open if you need anything,175,175,136,0,2376,Tue Sep 05 19:15:34 +0000 2017,idk
nani XIII 🤢,_nanigold,everythingoes,349,349,348,3,24305,Mon Jan 31 03:55:44 +0000 2011,
Samuel,ThatsTrulyTuff,nice,9,9,71,0,569,Sat Feb 29 09:56:49 +0000 2020,
THE DRUMS,MindfulRay,https://t.co/U5nCO9u94A,62,62,197,0,7021,Sun Oct 08 15:33:55 +0000 2017,
ℜ𝔞𝔮𝔲𝔢𝔩 𝔒𝔯𝔱𝔢𝔤𝔞,Rock_yyyy,☼ ♊︎ |☽ ♎︎ |↑♌︎ |♀♋︎ |♂♍︎,57,57,115,0,851,Fri Jun 06 08:26:16 +0000 2014,
CISCO,PeakIdiocy,I love you all,54,54,135,0,2318,Tue Jul 02 02:46:40 +0000 2019,"Pasadena, Texas"
christop,cchrisjramos,🇭🇳someone fix my study routine🏳️‍🌈🇺🇸🏁🏴‍☠️,20,20,162,0,8757,Thu Jun 21 23:45:06 +0000 2018,
Sydney Lucero,Syd_lucero6,lw ‘20 | tweet tweet,31,31,59,1,767,Thu Aug 16 21:33:09 +0000 2018,"Kirkland, WA"
Tyler Chesney,t_ches,im online,121,121,120,0,883,Fri Dec 06 02:39:48 +0000 2013,"Chico, CA"
mía,lizamiaaa,g ❥ | uiw,1397,1397,753,8,8942,Thu Jun 18 19:11:02 +0000 2015,tx
CARLINA,thisiscarlina,I like you a lot⇣,524,524,243,2,9462,Wed Feb 20 21:39:46 +0000 2013,la
noah,yunhXD,: (,138,138,387,0,13459,Fri Jan 04 23:47:24 +0000 2013,Konoha
Rachel Hsieh,thecolormaniac,"visual animal 🦄👀| colormaniac 🎨🌈| mom of three meows 😻🐱| fun stuff creator 📱🖥👗👛💃| Taiwan ren in US 🇹🇼🇺🇸 | i love memes, pizza and Futura🍕 | ♍️",7,7,159,0,0,Thu Feb 27 15:47:02 +0000 2020,Mother Earth 🌏
gwyn,gwyn6th,,0,0,56,0,11,Thu Feb 27 02:11:23 +0000 2020,
🧸,mayrafloorass,,2,2,46,0,408,Fri Feb 21 22:16:46 +0000 2020,
Jelly,jenellesmith_,,265,265,203,2,6415,Fri Oct 21 14:18:25 +0000 2016,Saturn
rayne,raynevstheworld,‘BROKEN’ out now!,217,217,104,0,2451,Thu Jun 21 20:32:14 +0000 2018,nowhere
⁺˳✧valeria˚✧₊,0501193o,･:*+. drowning in the sewer .*: +,636,636,1068,6,49928,Wed Dec 21 21:24:14 +0000 2016,tokyo 3
dammit leah,leahraerussell,welcome to the cool side of the pillow,34,34,139,0,611,Tue Jan 21 23:41:55 +0000 2020,"Portland, OR"
Dirty Sprite Daughter,A_L_REID,Vulgar but vital 🇦🇬🇯🇲 Waitrose Wasteman,639,639,1275,19,217494,Wed Nov 23 20:23:22 +0000 2011,King’s College London 
victor,vic_suq,illegal American citizen worker,6,6,117,0,225,Wed Jan 22 16:12:34 +0000 2020,United States
ًsarah );,strawbrrycak3,,326,326,395,7,12883,Thu Jul 12 03:42:28 +0000 2018,🏴
luke seymour,lukesey93152865,alcohols is good,10,10,40,0,260,Thu Mar 01 05:35:48 +0000 2018,
kelly🧍🏻‍♀️,ke09llyy,,1,1,44,0,26,Fri Dec 20 23:10:52 +0000 2019,
у$и σgмιкє,mikelorenzo17,been there done that📌🧪,15,15,157,0,505,Wed Nov 15 04:18:41 +0000 2017,United States
DAN,hanielledann,just what i am,588,588,177,1,16532,Sun Jan 08 23:35:19 +0000 2012,Canada
免费香港,mikechiiii,,134,134,136,0,1370,Mon Aug 22 17:55:44 +0000 2016,
julz & syd spent 20 on spoon 🥄,AIcober,"|| 20 || 🇰🇭 🇵🇭 || fsu, go dogs! || stream joji, dijon, UMI, frank ocean, tyler the creator, 88rising, rei brown, ptr ||",270,270,466,1,13882,Wed Jul 19 07:55:33 +0000 2017,in my room
